#;Name;Team;G;PA;HR;R;RBI;SB;BB%;K%;ISO;BABIP;AVG;OBP;SLG;wOBA;wRC+;BsR;Off;Def;WAR
1115;McKinley Moore;PHI;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1116;Cole Waites;SFG;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1117;Kevin Kelly;TBR;57;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1118;Matt Brash;SEA;78;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1119;Peyton Battenfield;CLE;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1120;Randy Wynne;CIN;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1121;Jeff Lindgren;MIA;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1122;Noah Davis;COL;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1123;Hunter Brown;HOU;31;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1124;Yennier Cano;BAL;72;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1125;Zack Thompson;STL;25;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1126;Casey Legumina;CIN;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1127;Darius Vines;ATL;5;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1128;Andrew Nardi;MIA;63;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1129;Quinn Priester;PIT;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1130;Brendan White;DET;33;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1131;Sawyer Gipson-Long;DET;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1132;Brandon Walter;BOS;9;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1133;Easton Lucas;OAK;6;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1134;Kolton Ingram;LAA;5;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1135;Beau Brieske;DET;25;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1136;Andre Pallante;STL;62;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1137;Amos Willingham;WSN;18;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1138;Andrew Saalfrank;ARI;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1139;Caleb Kilian;CHC;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1140;Chris Murphy;BOS;20;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1141;Jackson Rutledge;WSN;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1142;Ryan Pepiot;LAD;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1143;Nick Robertson;2 Tms;18;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1144;Tyler Holton;DET;59;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1145;Ryne Nelson;ARI;29;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1146;Joey Estes;OAK;2;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1147;Drey Jameson;ARI;15;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1148;Tommy Henry;ARI;17;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1149;Bryan Hoeing;MIA;33;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1150;Ethan Small;MIL;2;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1151;Nick Lodolo;CIN;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1152;Alek Manoah;TOR;19;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1153;Alec Marsh;KCR;17;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1154;Anthony Veneziano;KCR;2;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1155;Garrett Crochet;CHW;13;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1156;Reid Detmers;LAA;28;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1157;Emerson Hancock;SEA;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1158;Jared Shuster;ATL;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1159;Bryce Jarvis;ARI;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1160;Bobby Miller;LAD;22;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1161;Karl Kauffmann;COL;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1162;Spencer Strider;ATL;32;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1163;Slade Cecconi;ARI;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1164;Kyle Hurt;LAD;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1165;Graham Ashcraft;CIN;26;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1166;Carmen Mlodzinski;PIT;35;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1167;Hayden Wesneski;CHC;34;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1168;Davis Daniel;LAA;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1169;Garrett Acton;OAK;6;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1170;Logan Allen;CLE;24;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1171;Cody Bradford;TEX;20;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1172;Luis L. Ortiz;PIT;18;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1173;Connor Phillips;CIN;5;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1174;Ken Waldichuk;OAK;35;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1175;Carson Spiers;CIN;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1176;Louie Varland;MIN;17;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1177;Brent Headrick;MIN;14;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1178;Kyle Harrison;SFG;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1179;Eury Pérez;MIA;19;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1180;Kyle Nicolas;PIT;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1181;Bryce Elder;ATL;31;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1182;Brandon Pfaadt;ARI;19;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1183;Gavin Stone;LAD;8;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1184;Daniel Palencia;CHC;27;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1185;John McMillon;KCR;4;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1186;Luke Little;CHC;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1187;Joe Boyle;OAK;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1188;Alek Jacob;SDP;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1189;Sam Bachman;LAA;11;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1190;Jackson Wolf;SDP;1;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1191;Bryce Miller;SEA;25;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1192;Emmet Sheehan;LAD;13;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1193;Andrew Abbott;CIN;21;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1194;Dylan Dodd;ATL;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1195;Grant Hartwig;NYM;28;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1196;AJ Smith-Shawver;ATL;6;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1197;Evan Justice;COL;9;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1198;Chase Silseth;LAA;16;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1199;Jordan Wicks;CHC;7;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1200;Robert Suarez;SDP;27;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1201;Gavin Williams;CLE;16;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1202;Tanner Bibee;CLE;25;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1203;Bryan Woo;SEA;18;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1204;Ben Joyce;LAA;12;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1205;Victor Mederos;LAA;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1206;Mason Miller;OAK;10;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1207;Orion Kerkering;PHI;3;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1208;Kodai Senga;NYM;29;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1209;Shintaro Fujinami;2 Tms;64;0;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;;0.0;0.0;0.0;0.0
1210;Billy Hamilton;CHW;3;2;0;2;0;2;0.0%;50.0%;.000;.000;.000;.000;.000;.000;-100;0.5;-0.1;0.0;0.0
1211;Kevin Newman;CIN;74;253;3;28;28;8;6.7%;13.4%;.111;.280;.253;.311;.364;.296;78;1.0;-5.8;-2.8;0.0
1212;Alexander Canario;CHC;6;17;1;1;6;0;0.0%;47.1%;.353;.500;.294;.294;.647;.387;146;-0.8;0.2;-0.9;0.0
1213;Anthony Bemboom;BAL;6;13;0;0;0;0;15.4%;15.4%;.000;.222;.182;.308;.182;.243;52;0.0;-0.8;0.3;0.0
1214;Nathan Lukes;TOR;29;31;0;4;2;0;12.9%;29.0%;.115;.278;.192;.290;.308;.266;67;0.0;-1.3;0.1;0.0
1215;Joey Bart;SFG;30;95;0;9;5;0;3.2%;24.2%;.057;.277;.207;.263;.264;.239;49;-0.2;-6.2;2.9;0.0
1216;Buddy Kennedy;ARI;10;29;0;1;1;0;13.8%;20.7%;.042;.222;.167;.310;.208;.255;56;-0.1;-1.6;0.6;0.0
1217;Vinny Capra;PIT;9;21;0;3;1;0;9.5%;23.8%;.056;.231;.167;.250;.222;.220;31;0.0;-1.8;1.0;0.0
1218;Josh Smith;TEX;90;232;6;29;15;1;10.8%;23.7%;.144;.222;.185;.304;.328;.287;78;0.3;-6.0;-2.1;0.0
1219;Raimel Tapia;3 Tms;64;169;3;28;13;10;10.1%;23.7%;.101;.302;.236;.317;.338;.293;80;1.6;-2.5;-3.4;0.0
1220;Jake Lamb;LAA;19;54;2;7;5;0;5.6%;27.8%;.137;.265;.216;.259;.353;.267;64;-0.2;-2.5;0.5;0.0
1221;Jacob Amaya;MIA;4;9;0;1;2;1;0.0%;11.1%;.000;.250;.222;.222;.222;.196;16;0.2;-0.8;0.3;0.0
1222;Henry Ramos;CIN;23;86;0;9;5;2;12.8%;24.4%;.068;.340;.243;.349;.311;.303;83;-0.3;-2.1;-1.0;0.0
1223;Luis Urías;2 Tms;52;177;3;18;18;0;11.9%;23.2%;.104;.250;.194;.337;.299;.298;83;-0.9;-4.7;-1.6;0.0
1224;Santiago Espinal;TOR;93;254;2;30;25;2;7.1%;14.2%;.087;.285;.248;.310;.335;.285;80;-0.8;-6.8;-2.1;0.0
1225;Diego A. Castillo;ARI;1;1;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;-100;0.0;-0.3;0.0;0.0
1226;Chris Okey;LAA;2;2;0;0;0;0;0.0%;100.0%;.000;.000;.000;.000;.000;.000;-100;0.0;-0.5;0.2;0.0
1227;Alfonso Rivas III;2 Tms;48;123;3;8;15;1;7.3%;29.3%;.193;.310;.229;.303;.422;.313;94;-0.8;-1.7;-2.8;0.0
1228;Franchy Cordero;NYY;24;71;6;9;13;0;2.8%;35.2%;.290;.184;.188;.211;.478;.286;81;0.0;-1.6;-1.1;0.0
1229;Manny Piña;OAK;4;12;1;1;1;0;0.0%;25.0%;.250;.250;.250;.250;.500;.314;103;0.0;0.0;-0.7;0.0
1230;Jonathan Ornelas;TEX;8;8;0;2;0;0;0.0%;50.0%;.000;.333;.143;.250;.143;.201;18;0.0;-0.8;0.2;0.0
1231;Chandler Seagle;SDP;1;1;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;-100;0.0;-0.3;-0.1;0.0
1232;Jahmai Jones;MIL;7;11;0;2;3;1;9.1%;45.5%;.100;.400;.200;.273;.300;.257;57;0.2;-0.4;-0.4;0.0
1233;Travis Blankenhorn;WSN;10;37;1;2;1;0;16.2%;16.2%;.097;.167;.161;.297;.258;.262;61;0.0;-1.8;0.1;0.0
1234;Kyle Garlick;MIN;14;30;2;2;4;0;6.7%;36.7%;.250;.200;.179;.233;.429;.280;77;-0.1;-1.0;-0.5;0.0
1235;Mason McCoy;TOR;6;1;0;2;0;0;0.0%;100.0%;.000;.000;.000;.000;.000;.000;-100;0.1;-0.2;-0.3;-0.1
1236;Connor Kaiser;COL;3;4;0;0;0;0;0.0%;50.0%;.000;.000;.000;.000;.000;.000;-100;0.0;-1.1;0.5;-0.1
1237;Adam Wainwright;STL;23;2;0;0;0;0;0.0%;50.0%;.000;.000;.000;.000;.000;.000;-100;0.0;-0.5;-0.1;-0.1
1238;David Fletcher;LAA;33;97;2;7;12;0;7.2%;9.3%;.079;.256;.247;.302;.326;.276;70;-0.3;-3.8;-0.1;-0.1
1239;Ji Hwan Bae;PIT;111;371;2;54;32;24;8.1%;24.8%;.081;.310;.231;.296;.311;.272;66;2.9;-12.7;-0.5;-0.1
1240;Cal Stevenson;SFG;6;12;0;1;0;0;25.0%;16.7%;.000;.000;.000;.250;.000;.174;6;-0.1;-1.5;0.3;-0.1
1241;Luis Torrens;2 Tms;18;30;0;1;4;0;3.3%;30.0%;.107;.368;.250;.300;.357;.289;82;0.0;-0.7;-1.1;-0.1
1242;Bryce Johnson;SFG;30;48;1;7;3;3;8.3%;31.3%;.093;.214;.163;.229;.256;.218;35;1.0;-2.9;0.5;-0.1
1243;Carter Kieboom;WSN;27;94;4;12;11;0;6.4%;28.7%;.161;.250;.207;.266;.368;.277;70;-0.1;-3.6;-0.3;-0.1
1244;Dane Myers;MIA;22;70;1;9;9;1;2.9%;27.1%;.090;.354;.269;.286;.358;.278;71;0.1;-2.4;-0.7;-0.1
1245;Austin Meadows;DET;6;21;0;0;2;0;0.0%;14.3%;.048;.278;.238;.238;.286;.227;38;0.0;-1.6;0.1;-0.1
1246;David Fry;CLE;58;113;4;12;15;2;7.1%;26.5%;.178;.299;.238;.319;.416;.321;106;-0.1;0.6;-5.3;-0.1
1247;Caleb Hamilton;BOS;4;6;0;0;0;0;16.7%;83.3%;.000;.000;.000;.167;.000;.116;-45;0.0;-1.0;0.0;-0.1
1248;Roberto Pérez;SFG;5;17;0;0;1;0;11.8%;35.3%;.000;.222;.133;.235;.133;.186;13;0.0;-1.9;0.5;-0.1
1249;Samad Taylor;KCR;31;69;0;11;4;8;10.1%;31.9%;.067;.308;.200;.279;.267;.248;49;1.4;-2.8;-0.4;-0.1
1250;Matt Reynolds;CIN;2;5;0;1;0;0;0.0%;60.0%;.000;.500;.200;.200;.200;.177;-2;0.2;-0.4;-0.6;-0.1
1251;Nick Gonzales;PIT;35;128;2;12;13;0;4.7%;28.1%;.139;.278;.209;.268;.348;.268;64;-0.5;-6.2;1.0;-0.1
1252;Cal Mitchell;PIT;2;5;0;0;0;0;20.0%;20.0%;.000;.000;.000;.200;.000;.139;-23;0.0;-0.8;-0.3;-0.1
1253;Juniel Querecuto;STL;9;21;0;2;0;0;4.8%;28.6%;.050;.143;.100;.143;.150;.134;-22;0.1;-3.1;1.4;-0.1
1254;Willie Calhoun;NYY;44;149;5;16;16;0;9.4%;13.4%;.164;.245;.239;.309;.403;.307;96;-0.3;-1.1;-5.0;-0.1
1255;Joey Ortiz;BAL;15;34;0;4;4;0;0.0%;26.5%;.030;.280;.212;.206;.242;.192;17;0.0;-3.4;1.3;-0.1
1256;Brad Miller;TEX;27;67;1;8;6;0;14.9%;16.4%;.125;.244;.214;.328;.339;.300;87;0.1;-1.0;-2.3;-0.1
1257;Tyler Cropley;KCR;2;7;0;0;1;0;0.0%;28.6%;.000;.200;.167;.143;.167;.126;-36;0.0;-1.1;-0.1;-0.1
1258;Francisco Mejía;TBR;50;160;5;22;19;0;3.8%;23.8%;.173;.266;.227;.258;.400;.280;80;0.0;-3.9;-2.6;-0.1
1259;Eli White;ATL;6;17;0;1;0;0;11.8%;41.2%;.000;.143;.071;.235;.071;.176;2;0.0;-2.1;0.5;-0.1
1260;Livan Soto;LAA;4;12;0;2;0;0;25.0%;16.7%;.000;.286;.222;.417;.222;.321;102;-0.4;-0.4;-1.1;-0.1
1261;Cam Eden;TOR;5;6;0;1;0;0;0.0%;33.3%;.000;.250;.167;.167;.167;.147;-16;0.0;-0.8;-0.5;-0.1
1262;Adam Haseley;CHW;28;39;0;6;2;1;7.7%;20.5%;.056;.286;.222;.282;.278;.253;55;0.2;-1.9;-0.6;-0.1
1263;José Azocar;SDP;55;102;2;16;9;8;3.9%;23.5%;.132;.292;.231;.278;.363;.280;78;0.8;-1.9;-2.7;-0.1
1264;Tres Barrera;STL;6;2;0;0;0;0;0.0%;0.0%;.000;.000;.000;.000;.000;.000;-100;0.0;-0.5;-0.7;-0.1
1265;Ben Gamel;SDP;6;15;0;2;2;0;0.0%;13.3%;.067;.231;.200;.200;.267;.201;25;0.1;-1.3;-0.4;-0.1
1266;Dominic Smith;WSN;153;586;12;57;46;1;8.0%;15.5%;.112;.286;.254;.326;.366;.306;90;-5.9;-13.0;-8.0;-0.1
1267;Zack Short;DET;112;253;7;17;33;5;11.1%;26.1%;.136;.255;.204;.292;.339;.281;76;-0.4;-7.8;-2.2;-0.1
1268;Meibrys Viloria;CLE;10;4;0;0;0;0;25.0%;0.0%;.000;.000;.000;.250;.000;.174;4;0.0;-0.5;-0.9;-0.1
1269;Jake Cave;PHI;65;203;5;18;21;3;7.4%;27.1%;.136;.270;.212;.272;.348;.271;66;1.4;-7.0;-1.1;-0.1
1270;Tommy La Stella;SEA;12;24;0;2;2;0;12.5%;20.8%;.048;.250;.190;.292;.238;.249;58;-0.3;-1.5;-0.6;-0.1
1271;Brett Phillips;LAA;40;71;3;9;6;3;11.3%;50.7%;.159;.333;.175;.268;.333;.268;65;0.7;-2.3;-1.4;-0.1
1272;Michael Siani;2 Tms;8;6;0;1;0;1;16.7%;16.7%;.000;.000;.000;.167;.000;.116;-26;-0.4;-1.4;-0.1;-0.1
1273;Darin Ruf;2 Tms;20;57;0;3;3;0;14.0%;28.1%;.061;.333;.224;.333;.286;.287;79;-0.4;-1.9;-1.4;-0.1
1274;Wade Meckler;SFG;20;64;0;6;4;0;9.4%;39.1%;.018;.419;.232;.328;.250;.273;72;0.4;-1.9;-1.6;-0.1
1275;Chadwick Tromp;ATL;6;16;0;1;1;0;0.0%;43.8%;.063;.222;.125;.125;.188;.133;-27;0.0;-2.6;0.6;-0.1
1276;Kevin Padlo;LAA;3;8;0;1;0;0;0.0%;0.0%;.125;.125;.125;.125;.250;.155;-13;0.0;-1.1;-0.6;-0.1
1277;Carlos Pérez;OAK;68;189;6;17;20;0;6.9%;21.2%;.131;.256;.226;.293;.357;.285;84;-1.2;-4.9;-2.9;-0.1
1278;Rylan Bannon;HOU;2;6;0;0;0;0;0.0%;50.0%;.000;.000;.000;.000;.000;.000;-100;0.0;-1.6;-0.1;-0.1
1279;César Salazar;HOU;13;19;0;1;0;0;5.3%;31.6%;.000;.167;.111;.158;.111;.130;-28;0.0;-3.0;0.8;-0.1
1280;Peyton Burdick;MIA;14;37;1;4;2;1;8.1%;48.6%;.152;.357;.182;.270;.333;.269;65;0.3;-1.3;-1.4;-0.1
1281;Brandon Dixon;SDP;33;86;2;10;9;1;1.2%;36.0%;.127;.292;.203;.244;.329;.249;57;0.3;-4.3;-0.1;-0.2
1282;Braden Shewmake;ATL;2;4;0;0;0;0;0.0%;25.0%;.000;.000;.000;.000;.000;.000;-100;0.0;-1.1;-0.6;-0.2
1283;Heliot Ramos;SFG;25;60;1;5;2;0;6.7%;33.3%;.125;.257;.179;.233;.304;.236;47;-0.1;-4.0;0.4;-0.2
1284;Andrew Velazquez;LAA;54;94;2;12;3;13;10.6%;31.9%;.111;.245;.173;.264;.284;.249;52;1.5;-3.9;-1.0;-0.2
1285;Chad Wallach;LAA;65;172;7;18;15;0;7.6%;33.1%;.178;.258;.197;.259;.376;.275;70;-1.2;-7.5;-0.1;-0.2
1286;Taylor Kohlwey;SDP;5;13;0;0;0;0;0.0%;38.5%;.000;.250;.154;.154;.154;.136;-19;0.0;-1.9;-0.2;-0.2
1287;Johan Camargo;SFG;8;20;0;0;2;0;5.0%;20.0%;.000;.286;.222;.300;.222;.248;55;-0.1;-1.2;-1.2;-0.2
1288;Jared Young;CHC;16;47;2;8;8;2;6.4%;27.7%;.279;.214;.186;.255;.465;.302;88;0.4;-0.3;-3.0;-0.2
1289;Lawrence Butler;OAK;42;129;4;10;10;0;3.1%;27.1%;.130;.259;.211;.240;.341;.251;60;-0.3;-6.5;0.3;-0.2
1290;Osleivis Basabe;TBR;31;94;1;15;12;0;6.4%;26.6%;.092;.295;.218;.277;.310;.262;67;0.5;-3.3;-1.7;-0.2
1291;Taylor Trammell;SEA;22;56;3;7;11;0;16.1%;39.3%;.196;.143;.130;.286;.326;.279;79;-0.2;-1.6;-2.0;-0.2
1292;Ryan Kreidler;DET;11;18;0;2;0;0;0.0%;38.9%;.000;.182;.111;.111;.111;.098;-51;0.2;-3.1;0.7;-0.2
1293;Derek Hill;WSN;13;50;0;3;1;1;6.0%;22.0%;.021;.222;.170;.220;.191;.190;12;0.4;-5.0;1.5;-0.2
1294;Elias Díaz;COL;141;526;14;48;72;1;6.5%;22.4%;.142;.324;.267;.316;.409;.314;81;-1.8;-14.3;-5.3;-0.2
1295;Kole Calhoun;CLE;43;174;6;18;25;0;7.5%;21.3%;.159;.241;.217;.282;.376;.286;81;-1.0;-4.9;-2.9;-0.2
1296;José Tena;CLE;18;34;0;2;3;0;8.8%;38.2%;.065;.389;.226;.294;.290;.264;66;-0.2;-1.6;-1.4;-0.2
1297;Yonny Hernández;LAD;14;27;0;5;4;0;7.4%;29.6%;.045;.200;.136;.231;.182;.197;20;0.1;-2.6;-0.1;-0.2
1298;Josh Lester;BAL;11;23;0;0;4;0;4.3%;30.4%;.000;.267;.182;.217;.182;.184;11;-0.1;-2.5;-0.1;-0.2
1299;Jordan Lawlar;ARI;14;34;0;2;0;1;5.9%;32.4%;.000;.200;.129;.206;.129;.166;-4;-0.3;-4.7;1.6;-0.2
1300;Brice Turang;MIL;137;448;6;46;34;26;8.5%;21.0%;.082;.268;.218;.285;.300;.262;60;2.9;-19.1;2.0;-0.2
1301;Carlos Pérez;CHW;27;53;1;5;3;0;7.5%;20.8%;.143;.243;.204;.264;.347;.267;65;-0.2;-2.4;-1.3;-0.2
